Mean of Possible Sums,Stdev of Possible Sums,Participant Rating,Picked Sum,Minimum Possible Sum,Ranking From Min,Maximizing Homophily Sum,Maximizing Homophily Rank,Ranking from Max. Homo.,Z Score from Max. Homo.
13.0,2.4083189157584592,5.0,15.0,9.0,15.0,16.0,16.0,-1.0,-0.41522739926869984
15.5,2.8372521918222215,7.0,17.0,10.0,13.0,21.0,19.0,-6.0,-1.4098147537004828
15.5,2.7294688127912363,3.0,18.0,11.0,13.0,11.0,0.0,13.0,2.564601569065591
20.5,2.8372521918222215,4.0,21.0,15.0,10.0,15.0,0.0,10.0,2.114722130550724
18.0,2.898275349237888,5.0,22.0,13.0,17.0,18.0,8.0,9.0,1.3801311186847083
19.5,1.284523257866513,7.0,17.0,17.0,0.0,20.0,10.0,-10.0,-2.335496832484569
10.5,2.539685019840059,5.0,15.0,6.0,18.0,15.0,18.0,0.0,0.0
12.0,2.569046515733026,3.0,14.0,8.0,12.0,10.0,5.0,7.0,1.556997888323046
10.0,2.0,5.0,11.0,7.0,13.0,13.0,17.0,-4.0,-1.0
15.5,3.138470965295043,7.0,11.0,10.0,1.0,21.0,19.0,-18.0,-3.186264939385831
12.5,3.138470965295043,8.0,11.0,6.0,6.0,19.0,19.0,-13.0,-2.549011951508665
13.5,3.170173496829472,2.0,9.0,8.0,1.0,8.0,0.0,1.0,0.31544014893825584
9.0,1.0954451150103321,5.0,10.0,7.0,14.0,11.0,18.0,-4.0,-0.9128709291752769
12.0,2.449489742783178,6.0,16.0,8.0,18.0,16.0,18.0,0.0,0.0
10.0,3.605551275463989,6.0,5.0,3.0,1.0,17.0,19.0,-18.0,-3.328201177351375
11.5,3.2326459750489227,3.0,14.0,6.0,15.0,8.0,3.0,12.0,1.856064674669238
14.0,2.756809750418044,4.0,16.0,9.0,14.0,14.0,8.0,6.0,0.7254762501100117
18.0,2.1908902300206643,5.0,19.0,14.0,12.0,14.0,0.0,12.0,2.282177322938192
11.5,3.5,4.0,10.0,6.0,7.0,11.0,9.0,-2.0,-0.2857142857142857
10.0,2.8635642126552705,2.0,7.0,5.0,2.0,5.0,0.0,2.0,0.6984302957695783
