Mean of Possible Sums,Stdev of Possible Sums,Picked Sum,Minimum Possible Sum,Ranking From Min,Maximizing Homophily Sum,Ranking from Max. Homo.,Z Score from Max. Homo.
8.0,1.6733200530681511,7.0,5.0,5.0,11.0,-14.0,-2.390457218668787
11.0,2.1447610589527217,8.0,7.0,1.0,12.0,-10.0,-1.8650096164806276
11.5,2.8372521918222215,15.0,6.0,17.0,9.0,14.0,2.114722130550724
11.5,2.6172504656604803,11.0,7.0,5.0,12.0,-5.0,-0.38208035995043504
6.0,2.04939015319192,5.0,3.0,4.0,9.0,-12.0,-1.9518001458970662
9.5,2.1095023109728985,10.0,6.0,10.0,13.0,-8.0,-1.4221363894199317
9.5,3.6674241641784495,15.0,3.0,16.0,4.0,15.0,2.9993803573206654
9.5,3.0413812651491097,8.0,3.0,4.0,6.0,3.0,0.6575959492214292
13.0,2.9664793948382653,13.0,7.0,8.0,15.0,-4.0,-0.674199862463242
18.0,3.0,20.0,13.0,13.0,17.0,6.0,1.0
18.0,2.6832815729997477,19.0,13.0,11.0,16.0,8.0,1.118033988749895
18.5,2.7294688127912363,19.0,13.0,10.0,13.0,10.0,2.1982299163419348
12.5,2.8372521918222215,17.0,8.0,18.0,17.0,0.0,0.0
13.0,2.9664793948382653,17.0,7.0,17.0,7.0,17.0,3.3709993123162105
18.0,2.1908902300206643,19.0,14.0,12.0,14.0,12.0,2.282177322938192
21.5,1.2041594578792296,24.0,19.0,19.0,19.0,19.0,4.1522739926869985
19.5,2.539685019840059,16.0,15.0,1.0,15.0,1.0,0.3937496154790789
13.5,2.9748949561287032,14.0,8.0,10.0,14.0,0.0,0.0
14.5,3.4132096331752027,16.0,8.0,11.0,13.0,6.0,0.8789381029635714
18.0,3.4641016151377544,12.0,12.0,0.0,18.0,-9.0,-1.7320508075688774
