Mean of Possible Sums,Stdev of Possible Sums,Participant Rating,Picked Sum,Minimum Possible Sum,Ranking From Min,Maximizing Homophily Sum,Maximizing Homophily Rank,Ranking from Max. Homo.,Z Score from Max. Homo.
20.5,2.1095023109728985,6.0,17.0,17.0,0.0,20.0,7.0,-7.0,-1.4221363894199317
17.0,2.1447610589527217,6.0,17.0,13.0,7.0,20.0,16.0,-9.0,-1.3987572123604706
14.5,2.6172504656604803,3.0,12.0,10.0,3.0,10.0,0.0,3.0,0.7641607199008701
11.0,3.255764119219941,7.0,13.0,4.0,12.0,18.0,19.0,-7.0,-1.535737792084878
13.5,2.539685019840059,7.0,11.0,9.0,3.0,18.0,19.0,-16.0,-2.756247308353552
13.0,2.4083189157584592,6.0,9.0,9.0,0.0,17.0,18.0,-18.0,-3.3218191941495987
10.0,2.5298221281347035,8.0,10.0,6.0,9.0,14.0,18.0,-9.0,-1.5811388300841895
14.0,3.4351128074635335,8.0,17.0,7.0,15.0,21.0,19.0,-4.0,-1.164445019479164
13.5,3.0740852297878796,7.0,16.0,7.0,13.0,20.0,19.0,-6.0,-1.3012000972647109
16.0,3.1622776601683795,6.0,18.0,10.0,13.0,18.0,13.0,0.0,0.0
14.5,3.8275318418009276,8.0,14.0,7.0,8.0,22.0,19.0,-11.0,-2.0901197770926565
11.5,3.6674241641784495,7.0,11.0,5.0,9.0,18.0,19.0,-10.0,-1.9086965910222415
12.5,3.2326459750489227,6.0,9.0,6.0,2.0,19.0,19.0,-17.0,-3.09344112444873
12.0,2.6832815729997477,8.0,7.0,7.0,0.0,17.0,19.0,-19.0,-3.7267799624996494
7.0,1.8439088914585775,7.0,4.0,4.0,0.0,10.0,18.0,-18.0,-3.2539568672798427
10.5,3.442382895611701,7.0,7.0,3.0,1.0,18.0,19.0,-18.0,-3.1954609157576974
7.5,2.29128784747792,6.0,11.0,4.0,18.0,11.0,18.0,0.0,0.0
9.0,1.5491933384829668,3.0,9.0,6.0,7.0,7.0,1.0,6.0,1.2909944487358056
8.5,1.9621416870348585,7.0,9.0,5.0,10.0,12.0,18.0,-8.0,-1.5289415743128765
12.0,2.32379000772445,7.0,11.0,8.0,5.0,16.0,18.0,-13.0,-2.151657414559676
