Mean of Possible Sums,Stdev of Possible Sums,Participant Rating,Picked Sum,Minimum Possible Sum,Ranking From Min,Maximizing Homophily Sum,Maximizing Homophily Rank,Ranking from Max. Homo.,Z Score from Max. Homo.
13.0,1.4832396974191326,6.0,15.0,10.0,17.0,16.0,19.0,-2.0,-0.674199862463242
17.5,1.8027756377319946,7.0,21.0,14.0,19.0,21.0,19.0,0.0,0.0
15.0,3.0,6.0,16.0,10.0,11.0,19.0,16.0,-5.0,-1.0
12.5,2.9410882339705484,8.0,10.0,7.0,4.0,18.0,19.0,-15.0,-2.7200816036721838
15.0,3.4641016151377544,4.0,11.0,9.0,2.0,13.0,4.0,-2.0,-0.5773502691896258
15.5,2.5,5.0,12.0,11.0,1.0,15.0,7.0,-6.0,-1.2
15.0,2.1908902300206643,6.0,16.0,11.0,12.0,17.0,14.0,-2.0,-0.45643546458763845
11.5,2.7294688127912363,4.0,15.0,6.0,17.0,13.0,12.0,5.0,0.7327433054473117
16.5,1.857417562100671,5.0,15.0,13.0,3.0,16.0,7.0,-4.0,-0.5383819020581655
14.5,3.0413812651491097,5.0,13.0,8.0,6.0,12.0,3.0,3.0,0.3287979746107146
10.0,3.0659419433511785,3.0,7.0,5.0,3.0,9.0,8.0,-5.0,-0.6523280730534422
9.0,2.792848008753788,7.0,7.0,4.0,5.0,14.0,19.0,-14.0,-2.506402059138015
8.5,2.247220505424423,4.0,6.0,4.0,2.0,13.0,19.0,-17.0,-3.1149591164298935
14.5,3.905124837953327,6.0,7.0,7.0,0.0,17.0,14.0,-14.0,-2.5607375986579197
11.0,3.255764119219941,6.0,14.0,4.0,15.0,18.0,19.0,-4.0,-1.2285902336679024
16.0,3.4351128074635335,5.0,19.0,9.0,13.0,15.0,7.0,6.0,1.164445019479164
15.0,3.0,4.0,14.0,9.0,4.0,9.0,0.0,4.0,1.6666666666666667
11.5,2.8372521918222215,4.0,12.0,6.0,10.0,15.0,16.0,-6.0,-1.057361065275362
13.0,3.605551275463989,4.0,9.0,6.0,2.0,14.0,11.0,-9.0,-1.386750490563073
8.0,2.756809750418044,5.0,6.0,4.0,5.0,12.0,18.0,-13.0,-2.176428750330035
